date,bullish_prob,bearish_prob,net_prob,mean_drift
2022-01-07,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.430766666666663
2022-01-08,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.2955333333333385
2022-01-09,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.510566666666676
2022-01-10,1.0,0.0,1.0,5.445733333333339
2022-01-11,1.0,0.0,1.0,6.09883333333332
2022-01-12,1.0,0.0,1.0,6.045433333333325
2022-01-13,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.334733333333332
2022-01-14,1.0,0.0,1.0,6.6037000000000035
2022-01-15,1.0,0.0,1.0,6.281033333333336
2022-01-16,1.0,0.0,1.0,6.233066666666673
2022-01-17,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.399666666666673
2022-01-18,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.524566666666672
2022-01-19,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.531200000000003
2022-01-20,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.703733333333335
2022-01-21,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.74613333333333
2022-01-22,1.0,0.0,1.0,6.421966666666665
2022-01-23,0.8333333333333334,0.16666666666666666,0.6666666666666666,6.491866666666674
2022-01-24,1.0,0.0,1.0,6.7410333333333385
2022-01-25,1.0,0.0,1.0,6.863833333333332
2022-01-26,1.0,0.0,1.0,6.928133333333335
2022-01-27,0.8333333333333334,0.16666666666666666,0.6666666666666666,7.030233333333342
2022-01-28,1.0,0.0,1.0,6.923433333333342
2022-01-29,1.0,0.0,1.0,6.998933333333326
2022-01-30,1.0,0.0,1.0,6.894699999999996
2022-01-31,1.0,0.0,1.0,6.91869999999999
2022-02-01,1.0,0.0,1.0,6.812899999999999
2022-02-02,1.0,0.0,1.0,6.995500000000011
2022-02-03,1.0,0.0,1.0,7.083899999999997
2022-02-07,1.0,0.0,1.0,6.97763333333333
2022-02-08,1.0,0.0,1.0,6.742399999999999
2022-02-09,1.0,0.0,1.0,6.725233333333324
2022-02-10,1.0,0.0,1.0,7.02106666666667
2022-02-11,1.0,0.0,1.0,6.835433333333334
2022-02-12,1.0,0.0,1.0,6.627399999999992
2022-02-13,1.0,0.0,1.0,6.702833333333324
2022-02-14,1.0,0.0,1.0,6.730066666666666
2022-02-15,1.0,0.0,1.0,7.024033333333335
2022-02-16,1.0,0.0,1.0,6.607800000000002
2022-02-17,1.0,0.0,1.0,6.879566666666659
2022-02-18,1.0,0.0,1.0,7.049800000000005
2022-02-19,1.0,0.0,1.0,6.810933333333334
2022-02-20,1.0,0.0,1.0,6.905266666666658
2022-02-21,1.0,0.0,1.0,7.043833333333342
2022-02-22,1.0,0.0,1.0,7.0121333333333284
2022-02-23,1.0,0.0,1.0,7.005033333333341
2022-02-24,1.0,0.0,1.0,6.879433333333331
2022-02-25,1.0,0.0,1.0,6.564199999999995
2022-02-26,1.0,0.0,1.0,6.522233333333332
2022-02-27,1.0,0.0,1.0,6.716899999999998
2022-02-28,1.0,0.0,1.0,6.520800000000006
2022-03-01,1.0,0.0,1.0,7.188233333333334
2022-03-02,1.0,0.0,1.0,6.9702000000000055
2022-03-03,1.0,0.0,1.0,6.744300000000003
2022-03-04,1.0,0.0,1.0,7.035333333333329
2022-03-05,1.0,0.0,1.0,7.478200000000001
2022-03-06,1.0,0.0,1.0,7.150833333333331
2022-03-07,1.0,0.0,1.0,7.345233333333328
2022-03-08,1.0,0.0,1.0,7.277733333333333
2022-03-09,1.0,0.0,1.0,7.5479666666666745
2022-03-10,1.0,0.0,1.0,7.3808999999999925
2022-03-11,1.0,0.0,1.0,7.360033333333327
2022-03-12,1.0,0.0,1.0,7.123533333333332
2022-03-13,1.0,0.0,1.0,7.15336666666667
2022-03-14,1.0,0.0,1.0,7.284266666666679
2022-03-15,1.0,0.0,1.0,7.066233333333322
2022-03-16,1.0,0.0,1.0,7.186800000000001
2022-03-17,1.0,0.0,1.0,7.0620666666666665
2022-03-18,1.0,0.0,1.0,7.1340333333333374
2022-03-19,1.0,0.0,1.0,7.239166666666665
2022-03-20,1.0,0.0,1.0,7.183966666666663
2022-03-21,1.0,0.0,1.0,7.474733333333336
2022-03-22,1.0,0.0,1.0,7.122899999999999
2022-03-23,1.0,0.0,1.0,7.245766666666671
2022-03-24,1.0,0.0,1.0,6.927433333333343
2022-03-25,1.0,0.0,1.0,6.6903333333333395
2022-03-26,1.0,0.0,1.0,6.9190999999999905
2022-03-27,1.0,0.0,1.0,7.133499999999991
2022-03-28,1.0,0.0,1.0,6.603300000000002
2022-03-29,1.0,0.0,1.0,6.726733333333338
2022-03-30,1.0,0.0,1.0,6.730500000000004
2022-03-31,1.0,0.0,1.0,6.941666666666663
2022-04-01,1.0,0.0,1.0,6.811900000000004
2022-04-02,1.0,0.0,1.0,7.028099999999992
2022-04-21,1.0,0.0,1.0,7.332366666666665
2022-04-22,1.0,0.0,1.0,6.884100000000001
2022-04-23,1.0,0.0,1.0,7.246233333333332
2022-04-24,1.0,0.0,1.0,7.505333333333337
2022-04-25,1.0,0.0,1.0,7.252033333333334
2022-04-26,1.0,0.0,1.0,7.016266666666674
2022-04-27,1.0,0.0,1.0,6.281866666666666
2022-04-28,1.0,0.0,1.0,6.518400000000007
2022-04-29,1.0,0.0,1.0,6.634166666666675
2022-04-30,1.0,0.0,1.0,7.070033333333335
2022-05-01,1.0,0.0,1.0,7.008433333333329
2022-05-02,1.0,0.0,1.0,6.436499999999998
2022-05-03,1.0,0.0,1.0,7.0461333333333345
2022-05-04,1.0,0.0,1.0,6.383433333333329
2022-05-05,1.0,0.0,1.0,6.642699999999993
2022-05-06,1.0,0.0,1.0,6.567700000000002
2022-05-07,1.0,0.0,1.0,6.037099999999993
2022-05-08,1.0,0.0,1.0,6.650033333333336
2022-05-09,1.0,0.0,1.0,6.227399999999986
2022-05-10,1.0,0.0,1.0,6.047600000000003
2022-05-11,1.0,0.0,1.0,6.50559999999999
2022-05-12,1.0,0.0,1.0,6.745400000000001
2022-05-13,1.0,0.0,1.0,6.578299999999989
2022-05-14,1.0,0.0,1.0,7.324733333333334
2022-05-15,1.0,0.0,1.0,6.82863333333334
2022-05-16,1.0,0.0,1.0,6.812699999999997
2022-05-17,1.0,0.0,1.0,6.889533333333335
2022-05-18,1.0,0.0,1.0,6.774266666666665
2022-05-19,1.0,0.0,1.0,6.784333333333343
2022-05-20,1.0,0.0,1.0,6.6805000000000065
2022-05-21,1.0,0.0,1.0,6.579899999999999
2022-05-22,1.0,0.0,1.0,6.467366666666668
2022-05-23,1.0,0.0,1.0,6.749466666666673
2022-05-24,1.0,0.0,1.0,6.6608000000000045
2022-05-25,1.0,0.0,1.0,6.7261
2022-05-26,1.0,0.0,1.0,6.693566666666659
2022-05-27,1.0,0.0,1.0,6.845300000000004
2022-05-28,1.0,0.0,1.0,6.398566666666667
2022-06-08,1.0,0.0,1.0,6.155433333333332
2022-06-09,1.0,0.0,1.0,6.573166666666663
2022-06-10,1.0,0.0,1.0,6.557966666666658
2022-06-11,1.0,0.0,1.0,6.553333333333342
2022-06-12,1.0,0.0,1.0,6.370600000000006
2022-06-13,1.0,0.0,1.0,6.341166666666662
2022-06-14,1.0,0.0,1.0,6.982099999999988
2022-06-15,1.0,0.0,1.0,6.891999999999999
2022-06-16,1.0,0.0,1.0,6.576133333333338
2022-06-17,1.0,0.0,1.0,6.606299999999995
2022-06-18,1.0,0.0,1.0,6.553733333333334
2022-06-19,1.0,0.0,1.0,6.429400000000001
2022-06-20,1.0,0.0,1.0,6.318800000000006
2022-06-21,1.0,0.0,1.0,6.611433333333338
2022-06-22,1.0,0.0,1.0,6.251433333333338
2022-06-23,1.0,0.0,1.0,6.056800000000007
2022-06-24,1.0,0.0,1.0,6.5697333333333345
2022-06-25,1.0,0.0,1.0,6.173666666666665
2022-06-26,1.0,0.0,1.0,6.088399999999993
2022-06-27,1.0,0.0,1.0,5.879466666666668
2022-06-28,1.0,0.0,1.0,6.1880000000000095
2022-06-29,1.0,0.0,1.0,6.3075333333333345
2022-06-30,1.0,0.0,1.0,5.900333333333333
2022-07-01,1.0,0.0,1.0,6.274899999999998
2022-07-02,1.0,0.0,1.0,6.154499999999996
2022-07-03,1.0,0.0,1.0,6.376166666666667
2022-07-04,1.0,0.0,1.0,6.197
2022-07-05,1.0,0.0,1.0,6.305499999999999
2022-07-06,1.0,0.0,1.0,6.061
2022-07-07,1.0,0.0,1.0,6.214633333333332
2022-09-13,1.0,0.0,1.0,5.527566666666668
2022-09-14,1.0,0.0,1.0,5.581499999999991
2022-09-15,1.0,0.0,1.0,5.682466666666667
2022-09-16,1.0,0.0,1.0,5.91493333333334
2022-09-17,1.0,0.0,1.0,5.762533333333342
2022-09-18,1.0,0.0,1.0,5.599066666666675
2022-09-19,1.0,0.0,1.0,5.654833333333336
2022-09-26,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.8060000000000045
2022-09-27,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.456166666666661
2022-09-28,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.658499999999999
2022-09-29,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.7634
2022-09-30,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.782599999999998
2022-10-01,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.239099999999996
2022-10-02,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.191733333333332
2022-10-03,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.26656666666666
2022-10-04,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.081833333333338
2022-10-05,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.219533333333321
2022-10-06,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.088566666666668
2022-10-07,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.16663333333334
2022-10-08,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.59543333333333
2022-10-09,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.885100000000004
2022-10-10,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.82956666666666
2022-10-11,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.800366666666662
2022-10-12,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.9205666666666685
2022-10-13,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.889333333333336
2022-10-14,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.828300000000013
2022-10-15,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.023766666666667
2022-10-16,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.998633333333331
2022-10-17,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.191533333333321
2022-10-18,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.851533333333329
2022-10-19,0.6666666666666666,0.3333333333333333,0.3333333333333333,4.7114666666666665
2022-10-20,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.9511333333333285
2022-10-21,0.6666666666666666,0.3333333333333333,0.3333333333333333,4.790133333333325
2022-10-22,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.07750000000001
2022-10-23,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.764933333333329
2022-10-24,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.790900000000005
2022-10-25,0.8333333333333334,0.16666666666666666,0.6666666666666666,5.1051333333333275
2022-12-08,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.469666666666664
2022-12-09,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.743599999999996
2022-12-10,0.8333333333333334,0.16666666666666666,0.6666666666666666,4.170066666666673
2022-12-11,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.8347333333333347
2022-12-12,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.816100000000001
2022-12-13,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.044933333333335
2022-12-14,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.65846666666666
2022-12-15,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.861633333333335
2022-12-16,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.0238666666666703
2022-12-17,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.952766666666676
2022-12-18,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.0126333333333286
2022-12-19,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.925533333333334
2022-12-20,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.825666666666675
2022-12-21,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.67883333333333
2022-12-22,0.8333333333333334,0.16666666666666666,0.6666666666666666,3.0232000000000077
2022-12-23,0.8333333333333334,0.16666666666666666,0.6666666666666666,2.6764583333333363
2022-12-24,0.8333333333333334,0.16666666666666666,0.6666666666666666,1.7943333333333318
2022-12-25,0.8333333333333334,0.16666666666666666,0.6666666666666666,1.3117666666666683
2022-12-26,0.8333333333333334,0.16666666666666666,0.6666666666666666,1.6897000000000066
2022-12-27,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.9975083333333382
2022-12-28,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9337000000000018
2022-12-29,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.107400000000003
2022-12-30,0.5,0.5,0.0,0.0457333333333357
2022-12-31,0.5,0.5,0.0,-0.08359999999999701
2023-01-01,0.5,0.5,0.0,0.290566666666668
2023-01-02,0.5,0.5,0.0,0.12169999999999703
2023-01-03,0.5,0.5,0.0,-0.3669333333333403
2023-01-04,0.5,0.5,0.0,-0.23899999999999721
2023-01-05,0.5,0.5,0.0,-0.2444999999999903
2023-01-06,0.5,0.5,0.0,-0.2751333333333221
2023-02-02,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.138966666666672
2023-02-03,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.1107000000000096
2023-02-04,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.2142000000000028
2023-02-05,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.3252666666666737
2023-02-06,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.5041999999999998
2023-02-07,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.6524999999999999
2023-02-08,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.4805333333333397
2023-02-09,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.4437333333333353
2023-02-10,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.2855666666666643
2023-02-11,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.1809999999999963
2023-02-12,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.674433333333334
2023-02-13,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.917066666666668
2023-02-14,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.6088999999999984
2023-02-15,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.996899999999993
2023-02-16,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.8589666666666662
2023-02-17,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.962166666666666
2023-02-18,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.1898666666666706
2023-02-19,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.0217000000000063
2023-02-20,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.0673333333333364
2023-02-21,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.9877500000000019
2023-02-22,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.3165333333333347
2023-02-23,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0603666666666645
2023-02-24,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.0026000000000022
2023-02-25,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.1833333333333311
2023-02-26,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.8195333333333336
2023-02-27,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.8840333333333348
2023-02-28,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5255666666666674
2023-03-01,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.6216333333333353
2023-03-02,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0323666666666658
2023-03-03,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.1037999999999986
2023-03-04,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.9498333333333365
2023-03-05,0.5,0.5,0.0,-0.27670000000000644
2023-03-06,0.5,0.5,0.0,-0.19310000000000235
2023-03-07,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.2776666666666638
2023-03-08,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.6336000000000073
2023-03-09,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0905666666666651
2023-03-10,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.8251666666666703
2023-03-11,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.470399999999998
2023-03-12,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.9645333333333331
2023-03-13,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5659333333333312
2023-03-14,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.342933333333337
2023-03-15,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0582000000000018
2023-03-16,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.3793999999999957
2023-03-17,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.354266666666664
2023-03-18,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.4513999999999996
2023-03-19,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.2593000000000043
2023-03-20,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.178200000000004
2023-03-21,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.2333333333333354
2023-03-22,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.213799999999998
2023-03-23,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.2163666666666704
2023-03-24,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.7329999999999959
2023-03-25,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.2779
2023-03-26,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0408333333333353
2023-03-27,0.5,0.5,0.0,-0.30263333333333736
2023-03-28,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.7145333333333331
2023-03-29,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.2061666666666646
2023-03-30,0.5,0.5,0.0,0.160266666666665
2023-03-31,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.04423333333333327
2023-04-01,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.165266666666664
2023-04-02,0.5,0.5,0.0,-0.015400000000003189
2023-04-03,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.2759666666666642
2023-04-04,0.5,0.5,0.0,0.0037333333333352905
2023-04-05,0.5,0.5,0.0,-0.10556666666666814
2023-04-06,0.5,0.5,0.0,0.1686000000000026
2023-04-07,0.5,0.5,0.0,0.37873333333333764
2023-04-08,0.5,0.5,0.0,0.05639999999999764
2023-04-09,0.5,0.5,0.0,0.026266666666668215
2023-04-10,0.5,0.5,0.0,-0.24033333333333218
2023-04-11,0.5,0.5,0.0,-0.5255999999999972
2023-04-12,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-0.653866666666668
2023-04-13,0.5,0.5,0.0,-0.5740666666666598
2023-04-14,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.535300000000003
2023-04-15,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5204666666666687
2023-04-16,0.5,0.5,0.0,-0.33990000000000126
2023-04-17,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-0.6509666666666618
2023-04-18,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-0.9200000000000005
2023-04-19,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-0.954500000000003
2023-04-20,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.034133333333332
2023-04-21,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.2118666666666644
2023-04-22,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-0.9342666666666624
2023-04-23,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.308166666666666
2023-04-24,0.0,1.0,-1.0,-1.4340333333333344
2023-04-25,0.0,1.0,-1.0,-1.7937333333333356
2023-04-26,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-1.760866666666671
2023-04-27,0.0,1.0,-1.0,-2.075433333333327
2023-04-28,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.588600000000001
2023-04-29,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.637766666666662
2023-04-30,0.0,1.0,-1.0,-2.6477000000000004
2023-05-01,0.0,1.0,-1.0,-2.8237999999999985
2023-05-02,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.82293333333334
2023-05-03,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.406499999999999
2023-05-04,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.6437000000000004
2023-05-05,0.0,1.0,-1.0,-2.7587666666666677
2023-05-06,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.466566666666671
2023-05-07,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.6653333333333307
2023-05-08,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.525800000000004
2023-05-09,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.688000000000006
2023-05-10,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.956499999999997
2023-05-11,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.656500000000001
2023-05-12,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.535800000000002
2023-05-13,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.5987666666666605
2023-05-14,0.16666666666666666,0.8333333333333334,-0.6666666666666666,-2.6249666666666633
